artist_name,soundcloud_url,soundcloud_user_id,genres,edm_match_terms,followers_count,track_count,country,city
IMANU,https://soundcloud.com/imanumusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,93853347,Electronic | Dance,dance | electronic,67331,140,Netherlands,Rotterdam
ELOHIM,https://soundcloud.com/elohimelohim?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,12253060,Electronic,electronic,38453,159,,
UmmetOzcan,https://soundcloud.com/ummetozcan?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,2580498,Dance,dance | electronic,220675,153,Netherlands,Amsterdam
Sonny Fodera,https://soundcloud.com/sonnyfodera?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,47486,Dance | House | Dance & EDM | SonnyFodera Dance MyLoving,dance | edm | house,212664,434,Britain (UK),London
Boots N' Cats,https://soundcloud.com/b-me-music?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,682814921,"Dance & EDM | Deep House"" House 132bpm | BassHouse House psytrance freedownload | Electronic | Kasbo ""free download"" Remix Roots Bass ascend | House ""Free Download"" ""Pink Pantheresses"" ""Boys A Liar Pt 2"" Boys A Liar Pt 2 Remix ""Boots N Cats"" Pop ""Boys A liar Remix"" ""Boys a Liar"" freedownload pink pantheress electropop Electro | Dubstep | Color Bass"" ""Free Download"" Download Bass Wave Vaporwave | Drum & Bass | Futuregarage garage future ""Drum and bass"" jungle ""free download | future bass"" ""good vibes"" mystical ochestral ""fun stuff | Journey ""Drum & Bass"" garage spoice goodtimes freedownload | Deep House | Never Mind"" Dennis Lloyd Remix Bass House Goodvibes algorithm freedownload | Intersesting",bass | bass house | dance | deep house | drum and bass | dubstep | edm | electronic | garage | house | trance,328,17,,
KC Lights,https://soundcloud.com/kc-lights?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,27683737,"Dance | Tech House | Electronic | House | Dance & EDM"" Electronic | House summer happy goodvibes scfirst",dance | edm | electronic | house | tech house,14940,80,,
B-TRAK MASHUPS,https://soundcloud.com/user-791376834-59062678?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,370254629,"Hip-hop & Rap | eminem Dope cat doja fun remix tik tok frat chill audio mashup rap | rap movie trap hot heat dj set r&b soul music audio track Instrumental Tech rapper soundcloud Jam Life Big Video City Club Cool Set Wave Ep Edm Edit shia bernie | Dance & EDM | edm Mashup remix rap Tech trap set dj new audio mix dance city club Mix hit hot frat chill rage track Singer king thug all vocals mashup youtube Big ""btrak | Pop | wap mashup remix nicki minaj megan thee stallion hit hot new Hit frat Chill cardi b city club rap Tech trap Dj Ep Wave R&B Fun Set Big New ""tik tok | mashup rap edm set trap dj kendrick lamar ""Hip Hop"" Rap | edm hit hot remix heat mashup Rap dj set trap drake kid cudi Day new single | frat rage hot hit drake 2pac neighbors mashup remix edm set trap flip bootleg",club | dance | edm | trap,2980,43,,LA
Zaitex,https://soundcloud.com/zaitexofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,303402721,"Dance & EDM | Melodic Bass ""Future Bass"" Trap | Trap | night nightdrive wave | House ""Chill house | trap | melodic bass | dark ""future bass"" Trap | L.I.U. Trap | Shadows Trap",bass | dance | edm | house | trap,1506,10,,
YULA,https://soundcloud.com/officialyula?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,663586356,"Dance & EDM | Chill | Melodic House"" House Chill | Melodic House"" Trance House Chill | Chill Energetic ""Melodic House | Electronic | Dance House ""melodic house"" Chill emotional | Electronic Chill House ""Melodic House | Electronic Chill Sad House Trance Euphoric Emotional | House Chill Love emotional Trance | Chill Emotional Cinematic ""Future Bass"" Dance House | Electronic Chill Dance ""Emotional",bass | dance | edm | electronic | house | melodic house | trance,7025,48,,
ilo ilo,https://soundcloud.com/iloilofeel?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,70212237,Electronic | Indie Dance | Nu Disco,dance | electronic,12203,26,,everywhere
FRAMES,https://soundcloud.com/framedmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,183055235,FRAMEDMUSIC | aaron rizzo | rapper frames | love sad peep mood fireplace wyd | i hate you,edm,1328,27,United States,Rochester
Kyante Wilson,https://soundcloud.com/kyantewilson?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,117945363,Dubstep | dubstep bass riddim trench tearout excision thunderdome lostlands paradiseblue mix Mixtape remix edit bootleg flip subsidia Heavy filthy wubz wub trap workout Promo repost | dubstep riddim bass heavy filthy nasty edit mix mixtape mashup excision lostlands basscanyon thunderdome subtronics zedsdead griz darude IITYX cybertr0n azabim glockz | excision svddendeath spacelaces dubstep bass lostlands basscanyon voyd apex thunderdome headbanger workout heavy filth edit mashup mix | mix mixtape dubstep riddim trap heavy bass filth filthy excision lostlands basscanyon subtronics workout gym remix edit flip headbang headbanger | cyclops tearjerker disciple remix flip Riddim dubstep bass heavy headbang workout lostlands basscanyon promo repost | excision svddendeath kompany wooli onyx voyd riddim remix edit flip Mashup bass Heavy Filthy lostlands basscanyon subsidia | rayvolpe dubstep edit Mashup mix Mixtape lostlands basscanyon excision riddim bass filthy Heavy workout | excision lostlands basscanyon Dubstep mix riddim trap Heavy Filthy Bass mixtape Remix edit bootleg onyx subsidia virus apex codenamex evolution destroid workout | mashup edit remix flip excision kaiwachi kompany svddendeath voyd lostlands basscanyon thunderdome paradiseblue riddim bass heavy dirty nasty onyx neversaydie filthy double triple | Electronic | mashup edit remix bootleg illenium illenial melodic melodicbass futurebass dubstep melodicdubstep awake ascend fallenembers embershores trilogy repost feels sad love simp,bass | dubstep | electronic | trap,9263,105,United States,South Lake Tahoe
Aluna,https://soundcloud.com/aluna?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,809240407,Dance | Electronic | Dance & EDM,dance | edm | electronic,6571,83,,
Sam Feldt,https://soundcloud.com/samfeldt?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,57447226,"Electronic | Dance | Future Tropical | Electronic ""Dance & EDM"" ""Deep House"" House Techno upbeat workout ""future tropical"" ""tropical house"" ""sam feldt"" mixtape ""running mix | Deep House | House",dance | deep house | edm | electronic | house | techno,273053,351,,
ALIGN,https://soundcloud.com/align_music?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,168995350,"Electronic | Dance | UK Garage | Bassline | Dubstep | Trap | Dance & EDM | bass align electronic remix paulineherr | ODESZA Dance House ALIGN uptempo | EDM Bassmusic ""Dance & EDM"" camilacabello ALIGN | Dance & EDM"" House Uptempo",bass | dance | dubstep | edm | electronic | garage | house | trap,5650,70,,Los Angeles / Chicago
longstoryshort,https://soundcloud.com/itsalongstoryshort?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,539299896,"House | ukg ""uk garage"" ""house music | ukg | ukgarage | housemusic | Electronic | uk garage"" housemusic ukg | basshouse ukg ""Alternative Rock | basshouse ukg | basshouse | UKG | Dance & EDM | basshouse house",bass | dance | edm | electronic | garage | house | ukg,16223,50,,
BAYNK,https://soundcloud.com/baynk?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,21801609,Electronic | Indie Dance,dance | electronic,25306,79,,
SKIO Music,https://soundcloud.com/skiomusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,107830230,"Dance & EDM | Electronic ""Milky Chance"" Synchronize SKIO Remix House ""Synth Pop"" ""Chill Out"" Dance ""Tech House"" ""Deep House"" ""Remix Contest"" ""SKIO Music",dance | deep house | edm | electronic | house | tech house,109910,34,Canada,Vancouver
Mike Posner,https://soundcloud.com/mikeposner?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,29182,Pop | Electronic | R&b,electronic,98754,209,,
Sikdope,https://soundcloud.com/sikdope?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,572691,"Dance & EDM | edm ""Dance & EDM"" house ""dim mak"" ""steve aoki"" ""electro house"" ""bass house | edm ""big room"" ""big room house"" ""progressive house"" tiesto ""david guetta"" morten ""steve aoki"" ""dim mak"" Electronic ""big room techno"" hardwell ""timmy trumpet"" ""dimitri vegas & like mike"" tomorrowland edc ultra parookaville | big room"" edm bass ""bass house"" dubstep mainstage ""mainstage edm"" SCFIRST crankdat ""steve aoki"" ""dim mak"" hardwell revealed stmpd spinnin ""spinnin records"" ""tomorrowland 2025"" house habstrakt ""timmy trumpet"" ""yellow claw"" ""barong family"" ""valentino khan | edm ""Dance & EDM"" ""bass house"" techno house ""mainstage edm"" ""mainstage techno"" hardwell tiesto ""timmy trumpet"" ""will sparks"" spinnin stmpd ""smash the house"" tomorrowland edc ""electro house"" ""dim mak"" ""steve aoki"" ultra ""hard dance"" ""dimitri vegas"" ""like mike | edm ""Dance & EDM"" ""bass house"" ""big room"" mainstage ""mainstage edm"" tiesto ""big room edm"" ""david guetta"" spinnin stmpd ""martin garrix"" ""tomorrowland 2025"" house dubstep SCFIRST revealed ""revealed recordings"" hardwell ""steve aoki"" ""dim mak"" ""yellow claw"" tujamo alesso marshmello ""musical freedom"" ""john summit"" ""experts only | edm ""big room"" ""electro house"" ""hard techno"" ""hard dance"" hardstyle ""steve aoki"" ""dim mak"" ""the bloody beetroots"" tiesto scfirst festival ""big room edm"" ""tomorrowland 2025"" ""edc 2025"" ""ultra 2025"" banger mainstage | mainstage edm"" edm tiesto hardwell ""steve aoki"" SCFIRST ""dim mak"" ""tomorrowland 2025"" tomorrowland ""hard dance"" ""electro house"" ""martin garrix"" stmpd spinnin kshmr house ""bass house"" electronic ""dance music"" ""new music"" ""fresh pressed"" parookaville ""sunrise festival | Dance | Mainstage | Techno",bass | bass house | club | dance | dubstep | edm | electronic | house | progressive house | techno | trap,194341,141,Poland,
Daniel Allan,https://soundcloud.com/danielallantunes?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,130385173,Electronic | EDM | House | club | Dance | coolbass,bass | club | dance | edm | electronic | house,13194,111,United States,Los Angeles
Vincent,https://soundcloud.com/vincent_official?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,22944258,"Electronic | Dance & EDM | Trap | dubstep trap trance | Dance Edm | Trap ""Electro House",dance | dubstep | edm | electronic | house | trance | trap,128310,73,,
Robin Schulz,https://soundcloud.com/robin-schulz?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,7293319,"Dance | Pop | Dance & EDM | RobinSchulz "" Pacha | Bass House",bass | bass house | dance | edm | house,466638,331,Germany,Osnabrück
SNAKEHIPS,https://soundcloud.com/snakehips-1?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,2393812,"Dance | Dance & EDM | House | House UKG Garage | BEATSSS | snakehips lost tapes ""fly high"" beats house ""Hip-hop & Rap | Electronic | snakehips tame impala dracula remix ukg | Electronic House Beats | Dance electronic house energy vocal party | House Rap ""hip house"" funky ""funky house"" Underground Dance party vocal",dance | edm | electronic | garage | house | ukg,314111,184,,London
ford.,https://soundcloud.com/ford?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,132312316,"Dance & Electronic"" (Dance | Techno | Disco) | Indie Dance | Nu Disco | Electronic | Downtempo | Electro | Ambient",dance | electronic | techno,19501,108,,
James Carter,https://soundcloud.com/jamescarteruk?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,98237144,House | House bass electronic dance | Dance & EDM | Dance & Electronic (Dance | Techno | Disco) | Electronic | Deep House | Dance,bass | dance | deep house | edm | electronic | house | techno,73011,80,Britain (UK),London
SHYLOW,https://soundcloud.com/iamshylow?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1453188,"Dubstep | garage ukg dubstep 140 130 ""bass music | Future Garage | Future Bass"" Garage 130 hybrid | somber future ""future bass"" Garage ukg | festival set"" ukg ""future bass"" DNB | Electronic | future bass"" trap ""bass music"" dubstep edm wave | Bass Music | useless shylow ""bass music"" Future | NOFEAR NOMORE Earthgang Madeon Shylow 2021 edm ""mid tempo"" house synthwave funk | Future Dubstep | Shylow ""Future Bass"" ""maddy oneal"" forgive trap dubstep | Future | Shylow "" ""Part of me"" Future ""bass music"" 2020 westwood westcoast 2017 | shylow",bass | dnb | dubstep | edm | electronic | garage | house | trap | ukg,3616,26,Canada,Revelstoke
Skrillex,https://soundcloud.com/skrillex?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,856062,electronic,electronic,6683886,153,United States,Los Angeles
What So Not,https://soundcloud.com/whatsonot?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,884726,Dance | Drum & Bass | Alternative Rock,bass | dance,409056,183,Australia,Sydney
curbi,https://soundcloud.com/curbiofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,53932182,"Dance | Bass House | Electronic | Dance & EDM | Curbi Kiesza Nytrix ""Dim Mak"" ""New Music",bass | bass house | dance | edm | electronic | house,118915,106,Britain (UK),
ACRAZE,https://soundcloud.com/acraze-3?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,158448429,"House | tech house"" ""travis scott",house | tech house,54616,185,United States,Orlando
sol echo,https://soundcloud.com/solechomusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,135520088,"Techno | House | Deep House | Afro House"" ""Deep House"" ""Melodic House"" Keinemusik Giza 2024 ""Raffa Guido"" Nitefreak ""John Summit"" ""Adam Port"" Rampa &me Drake ""One Dance | Deep House"" ""tech house"" ""melodic house"" Techno Electro ""Toto Chiavetta"" Future ""Eli Brown"" ""The Weeknd"" ""john summit"" ""mau p"" ""dom dolla"" ""adam ten"" deep Chicago prysm 2024 | Deep House"" ""Melodic House"" Chill 2024 Turnt ""Tech House"" ""Future House"" Merger ""Sol Echo"" Kayrae Blame Avaion ""Nu Aspect"" ""The Chainsmokers"" Tiesto Meduza Mahalo ""John Summit"" Camelphat ARC Lolla ""Barry Can't Swim"" Selected Enhanced Armada | House ""Tech House"" ""Deep House"" Camelphat ""John Summit"" Drove ""Martin Garrix"" STMPD Selected 2024 ""Minimal Techno"" Meduza Mahalo Hotlap ""Sonny Fodera"" ""Chris Stussy"" Biscits ""Sol Echo"" Summer | Minimal Techno"" ""Melodic House"" ""Future House"" Selected ""Nora En Pure"" ""John Summit"" Camelphat ""Vintage Culture"" Kream Chicago 2024 Mahalo Astrality ""Ryan Shepherd | naomi sharon"" ""another life"" OVO Techno ""melodic techno"" ""melodic house"" camelphat ""john summit"" anyma ""dom dolla"" ""spencer brown"" rebuke ""tech house"" rave 2024 ""aaron hibell"" NYE2024 chicago ""fred again | Dance & EDM | Deep House"" ""Tech House"" Techno Meduza ""Eli Brown"" ""The Chainsmokers"" Del-30 Detlef ""Fred Again"" Kx5 Kream ""Frank Ocean"" ""Prok Fitch"" i_O ""Tommy Trash"" Pax ""Dom Dolla"" Tchami ""Sol Echo"" Camelphat ""John Summit"" ""Mau P"" ""Vintage Culture"" ""Rufus du Sol"" Chicago ID",afro house | club | dance | deep house | edm | future house | garage | house | melodic house | tech house | techno,3101,19,,Chicago
ZHU,https://soundcloud.com/zhu?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,80395241,Dance | Deep House,dance | deep house | house,465359,204,United States,
Pauline Herr,https://soundcloud.com/paulineherr?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,161701149,"Dance & EDM | Electronic ""Dance & EDM | Dance | Electronic | emotional psytrance bigroom | Trap | Future Bass",bass | dance | edm | electronic | trance | trap,9308,50,,Los Angeles
ROSES & RUBIES,https://soundcloud.com/roses-rubies?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,672553757,"Dance & EDM | deathpact onlythebeginning roadtorr Bass Dubstep Experimental Future Melodic ""Hip Hop"" CHARGEDUP | odesza "" petitbiscuit elderbrook amtrac kinghenry Chillout | flume eprom madeon goodfaith porter the God k?d edit minimix reminiscenceofwhatfeltlikeheaven | Edm Deep Chill Instrumental odesza Love | EDM Odesza Rezz Malaa PorterRobinson Rufusdusol Hype Chill Deep ""Deep House"" Festival Rave bangers vibes Roses&Rubies Justthebeginning | Edm vibes adventureclub nebbra galantis illenium antics inzo futurebass Dj Mashup",bass | club | dance | deep house | dubstep | edm | house,159,6,,"Boulder, CO"
